clueweb12-0000tw-00-00000,WP Cumulus Flash tag cloud by Roy Tanck and Luke Morton requires Flash Player 9 or better.,Luke Morton-requires-Flash Player 9
clueweb12-0000tw-00-00109,Russell Nelson went missing Oct. 19 1977 while he and a friend were at a bar in Chicago.,Russell Nelson-went missing-Oct. 19 1977
clueweb12-0000tw-00-00109,Nelson's mother said the friend later gave her a different account of his disappearance and revealed the friend offered two of Nelson's brothers jobs in Chicago with Gacy.,Nelson-said the friend later-Nelson
clueweb12-0000tw-00-00109,Nelson's mother said the friend later gave her a different account of his disappearance and revealed the friend offered two of Nelson's brothers jobs in Chicago with Gacy.,Nelson-gave her a different account of-Nelson
clueweb12-0000tw-00-00109,Nelson's mother said the friend later gave her a different account of his disappearance and revealed the friend offered two of Nelson's brothers jobs in Chicago with Gacy.,Nelson-revealed the friend-Nelson
clueweb12-0000tw-00-00109,Nelson's mother said the friend later gave her a different account of his disappearance and revealed the friend offered two of Nelson's brothers jobs in Chicago with Gacy.,Nelson-offered-Nelson
clueweb12-0000tw-00-00109,Stephenson said he and Becker are ready and willing to share their findings with Cook County Sheriff Tom Dart including thee name of Nelson's friend.,Stephenson-said he-Becker
clueweb12-0000tw-00-00109,Stephenson said he and Becker are ready and willing to share their findings with Cook County Sheriff Tom Dart including thee name of Nelson's friend.,Becker-share their findings with-Cook County
clueweb12-0000tw-00-00109,Stephenson said he and Becker are ready and willing to share their findings with Cook County Sheriff Tom Dart including thee name of Nelson's friend.,Tom Dart-including thee name of-Nelson
clueweb12-0000tw-00-00109,Dart's office has been working to identify the remains of Gacy's eight John Doe victims through DNA testing since last summer.,Dart-working to-Gacy
clueweb12-0000tw-00-00109,Dart's office has been working to identify the remains of Gacy's eight John Doe victims through DNA testing since last summer.,Dart-identify the remains of-Gacy
clueweb12-0000tw-00-00109,Two presumed victims were found to be living alive and well in Florida and Oregon while the remains of one of the John Does was identified as William George Bundy.,Oregon-identified as-William George Bundy
clueweb12-0000tw-00-00109,Gacy himself suggested that to CBS 2's Walter Jacobson a few years before he was executed in 1994.,Gacy-suggested-CBS 2's
clueweb12-0000tw-00-00110,This morning's NPR report on one fan's attempt to correct the perceived mistakes of George Lucas's The Phantom Menace had us thinking about what other films might need that special touch that only fans with a YouTube account can give.,NPR-correct the-George Lucas's
clueweb12-0000tw-00-00110,This morning's NPR report on one fan's attempt to correct the perceived mistakes of George Lucas's The Phantom Menace had us thinking about what other films might need that special touch that only fans with a YouTube account can give.,NPR-perceived mistakes of-George Lucas's
clueweb12-0000tw-00-00110,This morning's NPR report on one fan's attempt to correct the perceived mistakes of George Lucas's The Phantom Menace had us thinking about what other films might need that special touch that only fans with a YouTube account can give.,The Phantom Menace-had us-YouTube
clueweb12-0000tw-00-00110,This morning's NPR report on one fan's attempt to correct the perceived mistakes of George Lucas's The Phantom Menace had us thinking about what other films might need that special touch that only fans with a YouTube account can give.,The Phantom Menace-thinking about-YouTube
clueweb12-0000tw-00-00110,This morning's NPR report on one fan's attempt to correct the perceived mistakes of George Lucas's The Phantom Menace had us thinking about what other films might need that special touch that only fans with a YouTube account can give.,The Phantom Menace-need that special touch that only fans with-YouTube
clueweb12-0000tw-00-00111,Bulls forward Luol Deng finally earned his first trip to the All-Star game yesterday when he was named as a reserve for the Eastern Conference team.,Luol Deng-earned his first trip to-the All-Star game
clueweb12-0000tw-00-00111,Bulls forward Luol Deng finally earned his first trip to the All-Star game yesterday when he was named as a reserve for the Eastern Conference team.,the All-Star game-named as-Eastern Conference
clueweb12-0000tw-00-00111,Despite slightly lower stats than in past seasons and missing seven games due to an injured wrist Deng was selected by the league's coaches to play in the mid-season exhibition and will join Derrick Rose in Orlando when the league's top players take the court on Feb. 26.,Orlando-take the court on-Feb. 26
clueweb12-0000tw-00-00111,The Bulls hold an NBA-best 22-6 record but three of the Bulls six losses,Bulls-hold an-NBA
clueweb12-0000tw-00-00111,Bulls head coach Tom Thibodeau said before Deng's selection was announced play speaks for itself.,Tom Thibodeau-said-Deng
clueweb12-0000tw-00-00111,Fellow All-Star Rose also should be relieved that Deng will be joining him in Orlando.,Rose-relieved-Deng
clueweb12-0000tw-00-00111,Fellow All-Star Rose also should be relieved that Deng will be joining him in Orlando.,Deng-joining him in-Orlando
clueweb12-0000tw-00-00111,"know that I'd probably be more hurt than Lu he doesn't make it], the league's MVP said Wednesday night.",Lu-make it-Wednesday
clueweb12-0000tw-00-00111,"know that I'd probably be more hurt than Lu he doesn't make it], the league's MVP said Wednesday night.",Lu-said-Wednesday
clueweb12-0000tw-00-00112,Morning Box Score Illinois Loses At Home NU Improves Big Dance Chances Chicagoist,Illinois-loses at-NU
clueweb12-0000tw-00-00112,Morning Box Score Illinois Loses At Home NU Improves Big Dance Chances.,Illinois-loses at-NU
clueweb12-0000tw-00-00112,Illinois center Meyers Leonard helped Indiana's cause by picking up some stupid fouls.,Meyers Leonard-helped-Indiana
clueweb12-0000tw-00-00112,Hoosier center Cody Zeller schooled Leonard for 22 points anf five rebounds.,Cody Zeller-schooled-Leonard
clueweb12-0000tw-00-00112,The Illini are 5-6 in Big ten play but they need to have a strong finish if they expect to make the NCAA tournament.,Illini-need to-NCAA
clueweb12-0000tw-00-00112,The Illini are 5-6 in Big ten play but they need to have a strong finish if they expect to make the NCAA tournament.,Illini-have a strong finish-NCAA
clueweb12-0000tw-00-00112,The Illini are 5-6 in Big ten play but they need to have a strong finish if they expect to make the NCAA tournament.,Illini-expect to-NCAA
clueweb12-0000tw-00-00112,The Illini are 5-6 in Big ten play but they need to have a strong finish if they expect to make the NCAA tournament.,Illini-make the-NCAA
clueweb12-0000tw-00-00112,Northwestern improved its chances at their first NCAA tournament bid by thoroughly outclassing Iowa last night at Welsh-Ryan Arena.,Northwestern-improved its chances at-NCAA
clueweb12-0000tw-00-00112,Northwestern improved its chances at their first NCAA tournament bid by thoroughly outclassing Iowa last night at Welsh-Ryan Arena.,NCAA-outclassing-Iowa
clueweb12-0000tw-00-00112,All five Wildcat starters scored in double figures led by Dave Sobolewski's season-high 23 points.,Wildcat-scored in-Dave Sobolewski's
clueweb12-0000tw-00-00112,All five Wildcat starters scored in double figures led by Dave Sobolewski's season-high 23 points.,Wildcat-led by-Dave Sobolewski's
clueweb12-0000tw-00-00112,John Shurna added 17 and Reggie HEarn 16 for Northwestern.,John Shurna-added-Reggie HEarn
clueweb12-0000tw-00-00114,Ever since Paul McGee announced he was leaving The Whistler rumors have swirled about what exactly he was going to do next.,Paul McGee-announced he-Whistler
clueweb12-0000tw-00-00114,Ever since Paul McGee announced he was leaving The Whistler rumors have swirled about what exactly he was going to do next.,Paul McGee-leaving the-Whistler
clueweb12-0000tw-00-00114,We knew he was joining up with Lettuce Entertain You and we had heard something about a country bar with the Melman boys.,Lettuce Entertain You-heard something about-Melman
clueweb12-0000tw-00-00114,McGee has been a promoter of tiki-style cocktails for years and we've enjoyed his tiki nights at the Whistler.,McGee-enjoyed his tiki nights at-Whistler
clueweb12-0000tw-00-00114,McGee told Time Out Chicago that the tiki bar will be serious about the quality of the drinks wouldn't expect anything less and R.J. Melman emphasized that unlike nightclubs bars are We couldn't be more excited about this.,McGee-told-Time Out Chicago
clueweb12-0000tw-00-00114,McGee told Time Out Chicago that the tiki bar will be serious about the quality of the drinks wouldn't expect anything less and R.J. Melman emphasized that unlike nightclubs bars are We couldn't be more excited about this.,Time Out Chicago-expect anything less-R.J. Melman
clueweb12-0000tw-00-00117,Libertyville firefighters search for gun in Des Plaines River.,Libertyville-search for-Des Plaines River
clueweb12-0000tw-00-00117,League of Women Voters to host 4 candidate forums starting Sunday.,League of Women Voters-host-Sunday
clueweb12-0000tw-00-00117,League of Women Voters to host 4 candidate forums starting Sunday.,League of Women Voters-starting-Sunday
clueweb12-0000tw-00-00117,Dancenter North to Perform at Dance for Life March 4th.,Dancenter North-perform at-Dance for Life
clueweb12-0000tw-00-00117,Daily Herald reports Libertyville streets wonâ€TMt crumble to dust if voters reject a property tax increase to fix them but waiting will delay the ..,Daily Herald-reports-Libertyville
clueweb12-0000tw-00-00117,National Weather Service has downgraded its lake-effect snow warning for Cook and Will counties today but says northwest Indiana is in danger of 6 ..,National Weather Service-downgraded its lake-Cook
clueweb12-0000tw-00-00117,National Weather Service has downgraded its lake-effect snow warning for Cook and Will counties today but says northwest Indiana is in danger of 6 ..,Will-says northwest-Indiana
clueweb12-0000tw-00-00117,P. Ditka one of two sons of the former Bears coach facing DUI charges out of Deerfield scored a legal touchdown of ..,Bears-facing dui charges out-Deerfield
clueweb12-0000tw-00-00117,arctic cold front blowing across Lake Michigan could dump more than 6 inches of snow in some parts of the Chicago area Friday afternoon ..,Lake Michigan-dump more than-Chicago
clueweb12-0000tw-00-00117,two years in a row Fremont Middle School has received the stateâ€TMs high recognition of the Academic Excellence Award.,Fremont Middle School-received the stateâ€tms high recognition of-the Academic Excellence Award
clueweb12-0000tw-00-00117,To earn the Academic Excellence Award .. Read more North will be one of several dance studios performing at Dance for Life an annual AIDS fundraiser held at Wheeling High School's Sang Theatre .. Read more Community producer.,the Academic Excellence Award-read more-North
